,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Assists,G+A,G-PK,PK,PK_Attempted,Yellow,Red,xG,npxG,xAG,npxG+xAG,Prg_Carries,Prg_Passes,Prg_Passes_Received,Goals_per90,Assits_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xAG_per90,xG+xAG_per90,npxG_per90,npxG+xAG_per90,Matches
1414,Yoel Lago,es ESP,DF,Celta Vigo,es La Liga,19,2004,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1415,Aïssa Laïdouni,tn TUN,MF,Union Berlin,de Bundesliga,26,1996,23,10,"1,071",11.9,0,3,3,0,0,0,2,0,0.7,0.7,1.0,1.7,24,56,41,0.00,0.25,0.25,0.00,0.25,0.06,0.09,0.14,0.06,0.14,Matches
1416,Konrad Laimer,at AUT,"DF,MF",Bayern Munich,de Bundesliga,26,1997,29,18,"1,772",19.7,0,3,3,0,0,0,3,0,1.0,1.0,3.9,4.9,62,127,98,0.00,0.15,0.15,0.00,0.15,0.05,0.20,0.25,0.05,0.25,Matches
1417,Stefan Lainer,at AUT,"DF,MF",Gladbach,de Bundesliga,30,1992,15,8,751,8.3,0,1,1,0,0,0,2,0,0.2,0.2,0.7,0.9,15,37,31,0.00,0.12,0.12,0.00,0.12,0.02,0.08,0.11,0.02,0.11,Matches
1418,Kenny Lala,mg MAD,DF,Brest,fr Ligue 1,31,1991,33,33,"2,970",33.0,2,3,5,2,0,0,7,0,0.5,0.5,3.3,3.8,45,200,98,0.06,0.09,0.15,0.06,0.15,0.01,0.10,0.12,0.01,0.12,Matches
1419,Adam Lallana,eng ENG,"MF,FW",Brighton,eng Premier League,35,1988,25,13,850,9.4,0,1,1,0,0,0,2,0,0.8,0.8,1.7,2.5,9,39,55,0.00,0.11,0.11,0.00,0.11,0.09,0.18,0.27,0.09,0.27,Matches
1420,Mathis Lambourde,fr FRA,FW,Rennes,fr Ligue 1,17,2006,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1421,Érik Lamela,ar ARG,"FW,MF",Sevilla,es La Liga,31,1992,13,5,463,5.1,2,0,2,2,0,0,3,0,1.0,1.0,1.0,2.0,11,17,28,0.39,0.00,0.39,0.39,0.39,0.19,0.19,0.38,0.19,0.38,Matches
1422,Mohamed Lamine Bayo,gn GUI,FW,Le Havre,fr Ligue 1,25,1998,22,16,"1,389",15.4,5,1,6,3,2,2,4,0,7.2,5.7,0.6,6.2,18,20,115,0.32,0.06,0.39,0.19,0.26,0.47,0.04,0.51,0.37,0.40,Matches
1423,Didier Lamkel Zé,cm CMR,"FW,MF",Metz,fr Ligue 1,26,1996,9,7,550,6.1,1,0,1,1,0,0,1,0,1.6,1.6,0.9,2.5,15,19,23,0.16,0.00,0.16,0.16,0.16,0.26,0.15,0.41,0.26,0.41,Matches
1424,Tariq Lamptey,gh GHA,"DF,FW",Brighton,eng Premier League,22,2000,19,10,914,10.2,0,3,3,0,0,0,3,0,0.4,0.4,1.2,1.7,39,17,64,0.00,0.30,0.30,0.00,0.30,0.04,0.12,0.16,0.04,0.16,Matches
1425,Bruno Langa,mz MOZ,DF,Almería,es La Liga,25,1997,11,9,820,9.1,1,0,1,1,0,0,1,1,0.2,0.2,0.4,0.5,14,25,30,0.11,0.00,0.11,0.11,0.11,0.02,0.04,0.06,0.02,0.06,Matches
1426,Gianluca Lapadula,pe PER,FW,Cagliari,it Serie A,33,1990,23,14,"1,205",13.4,3,1,4,2,1,1,3,0,4.8,4.1,1.1,5.1,8,4,63,0.22,0.07,0.30,0.15,0.22,0.36,0.08,0.44,0.30,0.38,Matches
1427,Aymeric Laporte,es ESP,DF,Manchester City,eng Premier League,29,1994,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.27,0.27,0.27,Matches
1428,Julien Laporte,fr FRA,DF,Lorient,fr Ligue 1,29,1993,23,20,"1,818",20.2,0,0,0,0,0,0,4,0,0.8,0.8,0.0,0.8,5,56,3,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
1429,Cyle Larin,ca CAN,FW,Mallorca,es La Liga,28,1995,35,20,"1,823",20.3,3,2,5,3,0,0,8,0,9.0,9.0,1.4,10.4,20,13,103,0.15,0.10,0.25,0.15,0.25,0.45,0.07,0.52,0.45,0.52,Matches
1430,Yasser Larouci,dz ALG,DF,Sheffield Utd,eng Premier League,22,2001,11,6,531,5.9,0,0,0,0,0,0,1,0,0.2,0.2,0.3,0.5,18,14,12,0.00,0.00,0.00,0.00,0.00,0.04,0.05,0.09,0.04,0.09,Matches
1431,Hugo Larsson,se SWE,MF,Eint Frankfurt,de Bundesliga,19,2004,29,21,"1,886",21.0,2,1,3,2,0,0,1,0,1.3,1.3,1.4,2.7,26,68,42,0.10,0.05,0.14,0.10,0.14,0.06,0.07,0.13,0.06,0.13,Matches
1432,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,29,1993,16,13,"1,080",12.0,1,0,1,1,0,0,4,0,0.7,0.7,0.1,0.8,8,31,3,0.08,0.00,0.08,0.08,0.08,0.06,0.01,0.07,0.06,0.07,Matches
1433,Juanmi Latasa,es ESP,FW,Getafe,es La Liga,22,2001,32,15,"1,555",17.3,2,0,2,2,0,0,7,1,3.6,3.5,1.5,5.0,7,16,82,0.12,0.00,0.12,0.12,0.12,0.21,0.09,0.29,0.20,0.29,Matches
1434,Toni Lato,es ESP,DF,Mallorca,es La Liga,25,1997,28,16,"1,544",17.2,0,1,1,0,0,0,3,0,0.2,0.2,1.3,1.6,30,39,110,0.00,0.06,0.06,0.00,0.06,0.01,0.08,0.09,0.01,0.09,Matches
1435,Armand Lauriente,fr FRA,FW,Sassuolo,it Serie A,24,1998,37,35,"2,908",32.3,5,4,9,5,0,0,5,0,5.7,5.7,4.0,9.7,125,99,268,0.15,0.12,0.28,0.15,0.28,0.18,0.12,0.30,0.18,0.30,Matches
1436,Roméo Lavia,be BEL,MF,Chelsea,eng Premier League,19,2004,1,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1437,Lázaro,br BRA,"FW,MF",Almería,es La Liga,21,2002,14,2,285,3.2,0,0,0,0,0,0,0,0,0.9,0.9,0.5,1.4,5,6,34,0.00,0.00,0.00,0.00,0.00,0.28,0.17,0.45,0.28,0.45,Matches
1438,Valentino Lazaro,at AUT,"DF,MF",Torino,it Serie A,27,1996,35,21,"1,994",22.2,0,4,4,0,0,0,3,0,1.7,1.7,2.9,4.7,53,94,106,0.00,0.18,0.18,0.00,0.18,0.08,0.13,0.21,0.08,0.21,Matches
1439,Darko Lazović,rs SRB,"FW,MF",Hellas Verona,it Serie A,32,1990,32,22,"1,928",21.4,3,2,5,2,1,1,0,1,2.8,2.0,4.4,6.4,43,66,139,0.14,0.09,0.23,0.09,0.19,0.13,0.21,0.34,0.09,0.30,Matches
1440,Manuel Lazzari,it ITA,DF,Lazio,it Serie A,29,1993,24,19,"1,671",18.6,0,2,2,0,0,0,4,1,1.0,1.0,1.3,2.3,73,62,104,0.00,0.11,0.11,0.00,0.11,0.06,0.07,0.13,0.06,0.13,Matches
1441,Théo Le Bris,fr FRA,"DF,MF",Lorient,fr Ligue 1,20,2002,26,15,"1,516",16.8,0,2,2,0,0,0,2,0,1.2,1.2,1.6,2.8,56,58,117,0.00,0.12,0.12,0.00,0.12,0.07,0.10,0.17,0.07,0.17,Matches
1442,Julien Le Cardinal,fr FRA,DF,Brest,fr Ligue 1,25,1997,12,5,473,5.3,0,0,0,0,0,0,3,0,0.3,0.3,0.1,0.4,3,24,4,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.08,0.05,0.08,Matches
1443,Julien Le Cardinal,fr FRA,DF,Lens,fr Ligue 1,25,1997,2,0,58,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,4,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1444,Jérémy Le Douaron,fr FRA,FW,Brest,fr Ligue 1,25,1998,33,19,"1,618",18.0,4,0,4,4,0,0,3,0,6.2,6.2,1.0,7.2,48,21,130,0.22,0.00,0.22,0.22,0.22,0.34,0.06,0.40,0.34,0.40,Matches
1445,Enzo Le Fée,fr FRA,MF,Rennes,fr Ligue 1,23,2000,25,19,"1,527",17.0,0,1,1,0,0,0,3,0,0.5,0.5,1.8,2.3,45,124,58,0.00,0.06,0.06,0.00,0.06,0.03,0.11,0.14,0.03,0.14,Matches
1446,Vincent Le Goff,fr FRA,"DF,MF",Lorient,fr Ligue 1,33,1989,9,8,541,6.0,1,1,2,1,0,0,1,0,0.1,0.1,0.9,1.0,9,22,51,0.17,0.17,0.33,0.17,0.33,0.02,0.15,0.17,0.02,0.17,Matches
1447,Robin Le Normand,es ESP,DF,Real Sociedad,es La Liga,26,1996,29,28,"2,469",27.4,2,0,2,2,0,0,13,0,1.0,1.0,0.1,1.2,21,106,1,0.07,0.00,0.07,0.07,0.07,0.04,0.00,0.04,0.04,0.04,Matches
1448,Nicola Leali,it ITA,GK,Genoa,it Serie A,30,1993,3,2,176,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1449,Rafael Leão,pt POR,FW,Milan,it Serie A,24,1999,34,29,"2,512",27.9,9,9,18,9,0,0,5,0,10.0,10.0,9.1,19.1,160,117,293,0.32,0.32,0.64,0.32,0.64,0.36,0.32,0.68,0.36,0.68,Matches
1450,Adrien Lebeau,fr FRA,"MF,FW",Brest,fr Ligue 1,24,1999,7,0,54,0.6,0,1,1,0,0,0,0,0,0.1,0.1,0.5,0.5,1,0,5,0.00,1.67,1.67,0.00,1.67,0.10,0.77,0.87,0.10,0.87,Matches
1451,Jean-Louis Leca,fr FRA,GK,Lens,fr Ligue 1,37,1985,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1452,Benjamin Lecomte,fr FRA,GK,Montpellier,fr Ligue 1,32,1991,30,30,"2,700",30.0,0,1,1,0,0,0,1,0,0.0,0.0,0.5,0.5,0,0,0,0.00,0.03,0.03,0.00,0.03,0.00,0.02,0.02,0.00,0.02,Matches
1453,Jeremías Ledesma,ar ARG,GK,Cádiz,es La Liga,30,1993,34,34,"3,048",33.9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1454,Pierre Lees-Melou,fr FRA,MF,Brest,fr Ligue 1,30,1993,29,29,"2,517",28.0,4,0,4,4,0,0,12,1,2.4,2.4,2.4,4.8,51,193,43,0.14,0.00,0.14,0.14,0.14,0.09,0.08,0.17,0.09,0.17,Matches
1455,Diogo Leite,pt POR,DF,Union Berlin,de Bundesliga,24,1999,32,31,"2,702",30.0,0,0,0,0,0,0,6,0,0.8,0.8,0.2,1.0,14,121,4,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.03,0.03,0.03,Matches
1456,Maxim Leitsch,de GER,DF,Mainz 05,de Bundesliga,25,1998,7,4,379,4.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,7,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1457,Florian Lejeune,fr FRA,DF,Rayo Vallecano,es La Liga,32,1991,37,37,"3,327",37.0,3,1,4,3,0,0,5,0,3.3,3.3,0.7,4.0,15,114,4,0.08,0.03,0.11,0.08,0.11,0.09,0.02,0.11,0.09,0.11,Matches
1458,Stefan Lekovic,rs SRB,DF,Villarreal,es La Liga,19,2004,1,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1459,Iñigo Lekue,es ESP,DF,Athletic Club,es La Liga,30,1993,27,22,"2,002",22.2,0,2,2,0,0,0,4,0,0.2,0.2,1.1,1.2,44,119,35,0.00,0.09,0.09,0.00,0.09,0.01,0.05,0.06,0.01,0.06,Matches
1460,Thomas Lemar,fr FRA,MF,Atlético Madrid,es La Liga,27,1995,3,3,164,1.8,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,5,13,9,0.00,0.00,0.00,0.00,0.00,0.09,0.01,0.10,0.09,0.10,Matches
1461,Mario Lemina,ga GAB,MF,Wolves,eng Premier League,29,1993,35,34,"2,968",33.0,4,1,5,4,0,0,12,1,4.6,4.6,1.5,6.2,32,76,49,0.12,0.03,0.15,0.12,0.15,0.14,0.05,0.19,0.14,0.19,Matches
1462,Álvaro Lemos,es ESP,DF,Las Palmas,es La Liga,30,1993,4,3,251,2.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,6,17,8,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
1463,Ruben Lendinez,es ESP,DF,Valencia,es La Liga,20,2003,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1464,Clément Lenglet,fr FRA,DF,Aston Villa,eng Premier League,28,1995,14,14,"1,153",12.8,0,1,1,0,0,0,3,0,0.9,0.9,0.8,1.6,26,51,1,0.00,0.08,0.08,0.00,0.08,0.07,0.06,0.13,0.07,0.13,Matches
1465,Bernd Leno,de GER,GK,Fulham,eng Premier League,31,1992,38,38,"3,420",38.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1466,Christopher Lenz,de GER,"DF,MF",RB Leipzig,de Bundesliga,28,1994,5,0,47,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,2,7,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.22,0.00,0.22,Matches
1467,Christopher Lenz,de GER,DF,Eint Frankfurt,de Bundesliga,28,1994,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1468,Johann Lepenant,fr FRA,MF,Lyon,fr Ligue 1,20,2002,6,2,253,2.8,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,5,24,6,0.00,0.00,0.00,0.00,0.00,0.05,0.03,0.08,0.05,0.08,Matches
1469,Jefferson Lerma,co COL,"MF,DF",Crystal Palace,eng Premier League,28,1994,28,27,"2,400",26.7,1,1,2,1,0,0,8,0,2.7,2.7,2.2,4.8,14,106,51,0.04,0.04,0.07,0.04,0.07,0.10,0.08,0.18,0.10,0.18,Matches
1470,Léo Leroy,fr FRA,MF,Montpellier,fr Ligue 1,23,2000,21,3,499,5.5,0,1,1,0,0,0,4,0,0.8,0.8,0.7,1.5,8,21,9,0.00,0.18,0.18,0.00,0.18,0.15,0.13,0.28,0.15,0.28,Matches
1471,Robert Lewandowski,pl POL,FW,Barcelona,es La Liga,34,1988,35,32,"2,750",30.6,19,8,27,15,4,4,5,0,18.1,15.0,4.9,19.9,43,64,168,0.62,0.26,0.88,0.49,0.75,0.59,0.16,0.75,0.49,0.65,Matches
1472,Jamie Leweling,de GER,"FW,MF",Stuttgart,de Bundesliga,22,2001,34,17,"1,523",16.9,4,4,8,4,0,0,3,0,6.1,6.1,3.2,9.3,65,35,172,0.24,0.24,0.47,0.24,0.47,0.36,0.19,0.55,0.36,0.55,Matches
1473,Rico Lewis,eng ENG,"DF,MF",Manchester City,eng Premier League,18,2004,16,8,809,9.0,2,0,2,2,0,0,1,0,0.6,0.6,1.1,1.8,21,33,46,0.22,0.00,0.22,0.22,0.22,0.07,0.12,0.19,0.07,0.19,Matches
1474,Keane Lewis-Potter,eng ENG,"FW,DF",Brentford,eng Premier League,22,2001,30,15,"1,441",16.0,3,1,4,3,0,0,0,0,6.3,6.3,1.7,8.0,56,32,135,0.19,0.06,0.25,0.19,0.25,0.39,0.11,0.50,0.39,0.50,Matches
1475,Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,27,1996,15,14,"1,265",14.1,1,0,1,1,0,0,3,0,1.1,1.1,1.1,2.2,14,53,3,0.07,0.00,0.07,0.07,0.07,0.08,0.08,0.16,0.08,0.16,Matches
1476,Matthijs de Ligt,nl NED,DF,Bayern Munich,de Bundesliga,23,1999,22,16,"1,390",15.4,2,0,2,2,0,0,5,0,1.7,1.7,0.1,1.9,16,98,6,0.13,0.00,0.13,0.13,0.13,0.11,0.01,0.12,0.11,0.12,Matches
1477,Victor Lindelöf,se SWE,DF,Manchester Utd,eng Premier League,29,1994,19,14,"1,328",14.8,1,1,2,1,0,0,2,0,0.8,0.8,0.3,1.1,17,40,17,0.07,0.07,0.14,0.07,0.14,0.05,0.02,0.07,0.05,0.07,Matches
1478,Jesper Lindstrøm,dk DEN,"FW,MF",Napoli,it Serie A,23,2000,22,2,430,4.8,0,0,0,0,0,0,2,0,0.7,0.7,1.0,1.7,16,16,34,0.00,0.00,0.00,0.00,0.00,0.14,0.22,0.36,0.14,0.36,Matches
1479,Jesper Lindstrøm,dk DEN,FW,Eint Frankfurt,de Bundesliga,23,2000,1,1,83,0.9,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,2,1,9,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.20,0.20,0.20,Matches
1480,Karol Linetty,pl POL,MF,Torino,it Serie A,28,1995,28,19,"1,858",20.6,0,0,0,0,0,0,12,0,0.5,0.5,0.8,1.4,31,87,25,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.07,0.02,0.07,Matches
1481,Samuel Lino,br BRA,"DF,MF",Atlético Madrid,es La Liga,23,1999,34,25,"2,080",23.1,4,5,9,4,0,0,1,0,5.6,5.6,4.7,10.3,131,84,215,0.17,0.22,0.39,0.17,0.39,0.24,0.21,0.45,0.24,0.45,Matches
1482,Luca Lipani,it ITA,MF,Sassuolo,it Serie A,18,2005,8,5,384,4.3,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,6,20,3,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.07,0.02,0.07,Matches
1483,Pol Lirola,es ESP,DF,Frosinone,it Serie A,25,1997,25,18,"1,536",17.1,2,1,3,2,0,0,1,0,1.3,1.3,1.1,2.4,30,65,59,0.12,0.06,0.18,0.12,0.18,0.08,0.06,0.14,0.08,0.14,Matches
1484,Marcin Listkowski,pl POL,FW,Lecce,it Serie A,25,1998,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.47,0.00,0.47,0.47,0.47,Matches
1485,Valentino Livramento,eng ENG,DF,Newcastle Utd,eng Premier League,20,2002,26,12,"1,314",14.6,1,0,1,1,0,0,1,0,0.4,0.4,0.8,1.2,44,61,76,0.07,0.00,0.07,0.07,0.07,0.03,0.05,0.08,0.03,0.08,Matches
1486,Dejan Ljubicic,at AUT,"MF,FW",Köln,de Bundesliga,25,1997,26,24,"2,048",22.8,0,2,2,0,0,0,6,0,1.9,1.9,3.0,4.9,41,84,73,0.00,0.09,0.09,0.00,0.09,0.08,0.13,0.22,0.08,0.22,Matches
1487,Javier Llabrés,es ESP,"MF,FW",Mallorca,es La Liga,20,2002,16,1,247,2.7,1,0,1,1,0,0,1,0,0.7,0.7,0.3,1.0,9,5,30,0.36,0.00,0.36,0.36,0.36,0.25,0.11,0.37,0.25,0.37,Matches
1488,Diego Llorente,es ESP,DF,Roma,it Serie A,29,1993,29,27,"2,170",24.1,1,1,2,1,0,0,5,0,0.3,0.3,0.6,0.9,20,75,5,0.04,0.04,0.08,0.04,0.08,0.01,0.02,0.04,0.01,0.04,Matches
1489,Marcos Llorente,es ESP,"MF,DF",Atlético Madrid,es La Liga,28,1995,37,29,"2,565",28.5,6,4,10,6,0,0,5,0,4.1,4.1,5.6,9.7,71,106,179,0.21,0.14,0.35,0.21,0.35,0.14,0.20,0.34,0.14,0.34,Matches
1490,Gautier Lloris,fr FRA,DF,Le Havre,fr Ligue 1,28,1995,31,31,"2,778",30.9,2,0,2,2,0,0,2,0,2.1,2.1,0.2,2.3,13,105,5,0.06,0.00,0.06,0.06,0.06,0.07,0.01,0.07,0.07,0.07,Matches
1491,Abou Lô,sn SEN,"MF,DF",Metz,fr Ligue 1,23,2000,6,2,197,2.2,0,0,0,0,0,0,0,1,0.1,0.1,0.3,0.5,0,4,2,0.00,0.00,0.00,0.00,0.00,0.06,0.16,0.22,0.06,0.22,Matches
1492,Giovani Lo Celso,ar ARG,MF,Tottenham,eng Premier League,27,1996,22,4,506,5.6,2,2,4,2,0,0,2,0,0.6,0.6,1.9,2.5,25,68,29,0.36,0.36,0.71,0.36,0.71,0.10,0.34,0.45,0.10,0.45,Matches
1493,Stanislav Lobotka,sk SVK,MF,Napoli,it Serie A,28,1994,38,38,"3,282",36.5,0,1,1,0,0,0,4,0,0.6,0.6,1.3,1.9,29,188,34,0.00,0.03,0.03,0.00,0.03,0.02,0.04,0.05,0.02,0.05,Matches
1494,Manuel Locatelli,it ITA,MF,Juventus,it Serie A,25,1998,36,34,"3,008",33.4,1,4,5,1,0,0,6,0,1.3,1.3,1.4,2.7,21,232,26,0.03,0.12,0.15,0.03,0.15,0.04,0.04,0.08,0.04,0.08,Matches
1495,Bradley Locko,fr FRA,DF,Brest,fr Ligue 1,21,2002,33,33,"2,959",32.9,0,3,3,0,0,0,5,0,0.3,0.3,1.6,1.9,83,129,162,0.00,0.09,0.09,0.00,0.09,0.01,0.05,0.06,0.01,0.06,Matches
1496,Tom Lockyer,wls WAL,DF,Luton Town,eng Premier League,28,1994,14,14,"1,169",13.0,1,1,2,1,0,0,4,0,1.1,1.1,0.6,1.7,6,37,2,0.08,0.08,0.15,0.08,0.15,0.08,0.05,0.13,0.08,0.13,Matches
1497,Renan Lodi,br BRA,DF,Marseille,fr Ligue 1,25,1998,14,14,"1,235",13.7,0,0,0,0,0,0,6,0,0.3,0.3,1.3,1.6,25,51,77,0.00,0.00,0.00,0.00,0.00,0.02,0.10,0.12,0.02,0.12,Matches
1498,Ruben Loftus-Cheek,eng ENG,MF,Milan,it Serie A,27,1996,29,26,"2,068",23.0,6,1,7,6,0,0,5,0,3.7,3.7,2.4,6.1,73,74,113,0.26,0.04,0.30,0.26,0.30,0.16,0.10,0.26,0.16,0.26,Matches
1499,Andy Logbo,fr FRA,FW,Le Havre,fr Ligue 1,19,2004,10,2,248,2.8,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.5,1,2,7,0.00,0.00,0.00,0.00,0.00,0.12,0.04,0.16,0.12,0.16,Matches
1500,Enzo Loiodice,fr FRA,MF,Las Palmas,es La Liga,22,2000,34,19,"1,790",19.9,0,1,1,0,0,0,2,0,0.5,0.5,1.3,1.9,27,97,72,0.00,0.05,0.05,0.00,0.05,0.03,0.07,0.09,0.03,0.09,Matches
1501,Sean Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,25,1997,35,30,"2,747",30.5,6,2,8,6,0,0,7,0,6.7,6.7,2.3,9.0,24,145,116,0.20,0.07,0.26,0.20,0.26,0.22,0.07,0.29,0.22,0.29,Matches
1502,Ademola Lookman,ng NGA,"FW,MF",Atalanta,it Serie A,25,1997,31,22,"1,894",21.0,11,7,18,11,0,0,4,0,9.1,9.1,5.2,14.3,72,97,222,0.52,0.33,0.86,0.52,0.86,0.43,0.25,0.68,0.43,0.68,Matches
1503,Noah Loosli,ch SUI,DF,Bochum,de Bundesliga,26,1997,10,2,346,3.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,6,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1504,Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,32,1990,31,31,"2,790",31.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
1505,David López,es ESP,DF,Girona,es La Liga,33,1989,25,25,"1,965",21.8,3,0,3,3,0,0,4,0,2.1,1.9,0.2,2.1,15,54,1,0.14,0.00,0.14,0.14,0.14,0.10,0.01,0.11,0.09,0.10,Matches
1506,Diego López,es ESP,"MF,FW",Valencia,es La Liga,21,2002,36,30,"2,656",29.5,3,6,9,3,0,0,2,0,3.7,3.7,5.4,9.1,75,73,180,0.10,0.20,0.30,0.10,0.30,0.12,0.18,0.31,0.12,0.31,Matches
1507,Fermin López,es ESP,"MF,FW",Barcelona,es La Liga,20,2003,31,14,"1,446",16.1,8,0,8,8,0,0,2,0,7.5,7.5,1.1,8.6,42,76,93,0.50,0.00,0.50,0.50,0.50,0.47,0.07,0.54,0.47,0.54,Matches
1508,Javi López,es ESP,DF,Alavés,es La Liga,21,2002,32,25,"2,386",26.5,1,3,4,1,0,0,3,0,0.9,0.9,3.0,4.0,53,92,120,0.04,0.11,0.15,0.04,0.15,0.04,0.11,0.15,0.04,0.15,Matches
1509,Maxime Lopez,fr FRA,MF,Fiorentina,it Serie A,25,1997,19,7,800,8.9,0,0,0,0,0,0,1,0,0.2,0.2,0.6,0.8,14,48,11,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.08,0.02,0.08,Matches
1510,Maxime Lopez,fr FRA,MF,Sassuolo,it Serie A,25,1997,2,2,140,1.6,0,0,0,0,0,0,0,1,0.0,0.0,0.2,0.2,2,18,4,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.00,0.11,Matches
1511,Pau López,es ESP,GK,Marseille,fr Ligue 1,28,1994,33,33,"2,939",32.7,0,0,0,0,0,0,1,0,0.0,0.0,0.5,0.5,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
1512,Unai López,es ESP,MF,Rayo Vallecano,es La Liga,27,1995,35,28,"2,108",23.4,1,2,3,1,0,0,8,0,1.1,1.1,2.5,3.7,32,116,59,0.04,0.09,0.13,0.04,0.13,0.05,0.11,0.16,0.05,0.16,Matches
1513,Dion Lopy,sn SEN,MF,Almería,es La Liga,21,2002,30,23,"1,916",21.3,0,0,0,0,0,0,5,0,1.3,1.3,1.2,2.4,23,90,19,0.00,0.00,0.00,0.00,0.00,0.06,0.05,0.11,0.06,0.11,Matches
1514,Anthony Losilla,fr FRA,MF,Bochum,de Bundesliga,37,1986,31,31,"2,576",28.6,1,2,3,1,0,0,10,0,2.3,2.3,1.5,3.7,11,100,42,0.03,0.07,0.10,0.03,0.10,0.08,0.05,0.13,0.08,0.13,Matches
1515,Jordan Lotomba,ch SUI,DF,Nice,fr Ligue 1,24,1998,28,21,"1,804",20.0,1,0,1,1,0,0,4,0,0.9,0.9,1.1,2.0,36,52,40,0.05,0.00,0.05,0.05,0.05,0.04,0.05,0.10,0.04,0.10,Matches
1516,Tom Louchet,fr FRA,"MF,DF",Nice,fr Ligue 1,20,2003,13,3,409,4.5,1,1,2,1,0,0,1,0,1.0,1.0,0.7,1.7,6,18,40,0.22,0.22,0.44,0.22,0.44,0.23,0.16,0.38,0.23,0.38,Matches
