,Unnamed: 0,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xG+xAG_per90,npxG_per90,npxG+xAG_per90,Take_Ons_Attempted,Take_Ons_Succ,Take_Ons_Succ%,Tackled_Take_Ons,Tackled_Take_Ons%,Touches_per_90,Touches_Def_Pen_per_90,Touches_Def_3rd_per_90,Touches_Mid_3rd_per_90,Touches_Att_3rd_per_90,Touches_Att_Pen_per_90,Tocuhes_Live_Balls_per_90,Take_Ons_Attempted_per_90,Take_Ons_Succ_per_90,Tackled_Take_Ons_per_90,Carries_per_90,Total_Distance_per_90,Progressive_Distance_Carried_per_90,Progressive_Carries_per_90,1/3_Carries_per_90,Carries_Penalty_Area_per_90,Miscontrols_per_90,Dispossessed_per_90,Passes_Received_per_90,Progressive_Passes_Received_per_90,Shot_Creating_Action_per90,Goal_Creating_Action_90,Pass_Live_Shot_per_90,Pass_Dead_Shot_per_90,Take_Ons_Shot_per_90,Shot-Shot_per_90,Fouls_drawn_Shot_per_90,Defensive_Shot_per_90,Pass_Live_Goal_per_90,Pass_Dead_Goal_per_90,Take_Ons_Goal_per_90,Shot_Goal_per_90,Fouls_Drawn_Goal_per_90,Defensive_Goal_per_90,Passes_Total_Cmp,Passes_Total_Att,Passes_Total_Cmp%,Passes_TotDist,Passes_PrgDist,Passes_Short_Cmp,Passes_Short_Att,Passes_Short_Cmp%,Passes_Medium_Cmp,Passes_Medium_Att,Passes_Medium_Cmp%,Passes_Long_Cmp,Passes_Long_Att,Passes_Long_Cmp%,Assists_per_90,xAG_per_90,xA_per_90,A-xAG_per_90,Key_Passes_per_90,Passes_1/3_per_90,Passes_Penalty_Area_per_90,Crosses_Penalty_Area_per_90,Progressive_Passes_per_90,Passes_Attempted_per_90,Live_Ball_Passes_per_90,Dead_Ball_Passes_per_90,Free_Kick_Passes_per_90,Through_Balls_per_90,Switches_per_90,Crosses_per_90,Throw_Ins_Taken_per_90,Corner_Kicks_per_90,In_Corner_Kicks_per_90,Out_Corner_Kicks_per_90,Str_Corner_Kicks_per_90,Passes_Cmp_per_90,Passes_Off_per_90,Passes_Blocked_per_90,Shots_total_per90,Shots_on_target_per90,Goals_per_shot,Goals_per_shot_on_target,Npxg_per_shot,Xg_net,Npxg_net,Percentage_of_Aerials_Won,Yellow_Cards_per_90,Red_Cards_per_90,Second_Yellow_Card_per_90,Fouls_Committed_per_90,Fouls_Drawn_per_90,Offsides_per_90,Interceptions_per_90,Tackles_Won_per_90,Penalty_Kicks_Won_per_90,Penalty_Kicks_Conceded_per_90,Ball_Recoveries_per_90,Aerials_Won_per_90,Aerials_Lost_per_90,Seasons at top 5,Seasons in PL,Seasons in Liga,Seasons in Serie A,Seasons in Ligue 1,Seasons in Bundesliga
2089,2544,Cristhian Stuani,uy URU,FW,Girona,es La Liga,35,1986,32,8,1090,12.1,0.74,0.74,0.33,0.33,0.8,0.9,0.41,0.51,4.0,0.0,0.0,3.0,75.0,23.22,0.41,2.31,10.99,10.0,4.63,22.73,0.33,0.0,0.25,11.32,33.55,11.98,0.17,0.08,0.08,1.9,0.5,15.95,2.15,1.48,0.08,0.74,0.0,0.0,0.5,0.17,0.08,0.0,0.0,0.0,0.0,0.08,0.0,122.0,168.0,72.6,1464.0,132.0,79.0,95.0,83.2,25.0,44.0,56.8,5.0,7.0,71.4,0.0,0.11,0.1,-0.11,0.58,0.5,0.25,0.0,0.83,13.88,12.23,1.57,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,10.08,0.08,0.33,2.39,1.24,0.14,0.27,0.17,-0.7,-1.0,46.7,0.66,0.0,0.0,3.22,1.9,0.58,0.17,0.5,0.0,0.0,2.15,1.74,1.98,1,0,1,0,0,0
2093,2548,Gabriel Suazo,cl CHI,DF,Toulouse,fr Ligue 1,24,1997,18,14,1259,14.0,0.0,0.07,0.0,0.07,0.01,0.07,0.01,0.07,34.0,22.0,64.7,11.0,32.4,69.71,4.07,21.86,34.5,14.21,1.07,69.71,2.43,1.57,0.79,49.79,290.86,150.71,1.86,2.43,0.14,1.14,0.71,43.64,4.71,2.0,0.07,1.86,0.07,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,687.0,828.0,83.0,10771.0,4493.0,344.0,384.0,89.6,281.0,324.0,86.7,38.0,64.0,59.4,0.07,0.06,0.06,0.01,0.79,3.5,1.07,0.14,5.64,59.14,51.57,7.21,0.64,0.07,0.21,1.0,6.57,0.0,0.0,0.0,0.0,49.07,0.36,1.79,0.14,0.0,0.0,0.0,0.07,-0.1,-0.1,50.0,0.07,0.0,0.0,1.29,0.79,0.07,1.57,1.57,0.0,0.07,7.43,0.64,0.64,1,0,0,0,1,0
2097,2554,Crysencio Summerville,nl NED,FW,Leeds United,eng Premier League,20,2001,28,12,1426,15.8,0.25,0.38,0.25,0.38,0.18,0.28,0.18,0.28,60.0,24.0,40.0,22.0,36.7,40.32,0.63,6.27,15.25,19.68,4.43,40.32,3.8,1.52,1.39,26.58,165.63,83.92,3.23,1.71,1.2,2.85,2.28,27.72,5.82,3.09,0.32,1.84,0.06,0.19,0.25,0.63,0.13,0.19,0.0,0.0,0.0,0.06,0.06,308.0,411.0,74.9,3839.0,1067.0,208.0,256.0,81.3,72.0,92.0,78.3,9.0,24.0,37.5,0.13,0.1,0.07,0.03,1.01,1.27,0.76,0.13,2.85,26.01,25.44,0.38,0.06,0.06,0.06,0.89,0.06,0.19,0.0,0.0,0.0,19.49,0.19,0.95,1.83,0.57,0.14,0.44,0.1,1.1,1.1,22.7,0.25,0.0,0.0,1.39,2.59,0.51,0.82,1.27,0.06,0.0,5.7,0.32,1.08,1,1,0,0,0,0
2098,2555,Ivan Šunjić,hr CRO,MF,Hertha BSC,de Bundesliga,25,1996,18,12,993,11.0,0.0,0.0,0.0,0.0,0.06,0.07,0.06,0.07,6.0,0.0,0.0,5.0,83.3,43.45,2.82,11.55,27.73,4.91,0.64,43.45,0.55,0.0,0.45,18.09,70.73,29.18,0.55,0.45,0.18,0.64,0.55,21.82,0.55,1.54,0.18,1.27,0.0,0.0,0.18,0.09,0.0,0.18,0.0,0.0,0.0,0.0,0.0,270.0,361.0,74.8,4449.0,1498.0,144.0,172.0,83.7,92.0,118.0,78.0,24.0,45.0,53.3,0.0,0.02,0.04,-0.02,0.36,3.09,0.36,0.0,2.73,32.82,31.82,1.0,0.36,0.18,0.27,0.09,0.0,0.0,0.0,0.0,0.0,24.55,0.0,1.0,0.54,0.27,0.0,0.0,0.11,-0.6,-0.6,33.3,0.36,0.0,0.0,1.55,0.82,0.09,1.18,1.82,0.0,0.0,6.09,0.64,1.27,1,0,0,0,0,1
2105,2568,Nicolás Tagliafico,ar ARG,DF,Lyon,fr Ligue 1,29,1992,34,34,2991,33.2,0.03,0.12,0.03,0.12,0.07,0.2,0.06,0.18,38.0,10.0,26.3,19.0,50.0,67.38,2.59,15.87,33.67,18.37,1.45,67.38,1.14,0.3,0.57,46.36,224.85,95.84,1.14,1.33,0.15,1.39,0.48,42.32,5.15,1.78,0.15,1.39,0.21,0.0,0.09,0.06,0.03,0.12,0.03,0.0,0.0,0.0,0.0,1587.0,1883.0,84.3,24353.0,7754.0,816.0,906.0,90.1,642.0,751.0,85.5,69.0,122.0,56.6,0.09,0.13,0.11,-0.04,0.72,3.7,1.08,0.21,4.7,56.72,48.25,8.31,0.57,0.0,0.03,2.05,7.71,0.03,0.0,0.0,0.0,47.8,0.15,1.23,0.69,0.15,0.04,0.2,0.08,-1.4,-0.9,53.2,0.15,0.0,0.0,1.2,1.78,0.06,1.72,1.6,0.0,0.06,5.0,1.27,1.11,1,0,0,0,1,0
2110,2573,Montassar Talbi,tn TUN,DF,Lorient,fr Ligue 1,24,1998,38,38,3420,38.0,0.03,0.08,0.03,0.08,0.02,0.03,0.02,0.03,11.0,7.0,63.6,4.0,36.4,62.24,12.66,39.47,22.29,0.74,0.42,62.24,0.29,0.18,0.11,44.24,285.26,156.82,0.34,0.18,0.0,0.37,0.21,40.71,0.0,0.29,0.05,0.24,0.03,0.0,0.03,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1753.0,1970.0,89.0,31264.0,10740.0,614.0,653.0,94.0,970.0,1030.0,94.2,113.0,218.0,51.8,0.05,0.01,0.02,0.04,0.13,1.05,0.05,0.03,1.61,51.84,47.92,3.87,1.47,0.0,0.03,0.05,0.08,0.0,0.0,0.0,0.0,46.13,0.05,0.26,0.24,0.16,0.11,0.17,0.08,0.3,0.3,65.7,0.0,0.0,0.0,0.42,0.68,0.0,1.05,0.66,0.0,0.0,4.32,2.37,1.24,1,0,0,0,1,0
2121,2585,Marcus Tavernier,eng ENG,"MF,FW",Bournemouth,eng Premier League,23,1999,23,19,1743,19.4,0.26,0.46,0.26,0.46,0.16,0.31,0.16,0.31,96.0,45.0,46.9,45.0,46.9,51.96,1.91,10.31,20.1,23.2,3.04,51.96,4.95,2.32,2.32,30.52,209.28,104.54,3.45,2.22,1.08,2.37,2.06,32.78,7.06,2.48,0.41,1.6,0.36,0.26,0.15,0.1,0.0,0.15,0.1,0.05,0.1,0.0,0.0,510.0,724.0,70.4,8048.0,2431.0,285.0,339.0,84.1,165.0,225.0,73.3,40.0,100.0,40.0,0.21,0.15,0.07,0.06,0.98,1.75,0.82,0.26,2.89,37.32,32.11,5.15,1.08,0.26,0.36,4.79,1.75,2.16,1.13,0.57,0.15,26.29,0.05,1.44,1.91,0.72,0.14,0.36,0.09,1.9,1.9,34.7,0.05,0.0,0.0,1.08,1.44,0.21,0.46,1.13,0.0,0.0,6.39,0.88,1.65,1,1,0,0,0,0
2122,2586,Enzo Tchato,cm CMR,DF,Montpellier,fr Ligue 1,19,2002,21,11,1096,12.2,0.08,0.16,0.08,0.16,0.03,0.12,0.03,0.12,13.0,4.0,30.8,7.0,53.8,56.31,3.77,15.57,24.67,16.72,0.74,56.31,1.07,0.33,0.57,32.7,194.51,98.2,2.05,2.13,0.16,1.15,0.57,30.9,4.67,1.72,0.16,1.48,0.0,0.08,0.0,0.08,0.08,0.16,0.0,0.0,0.0,0.0,0.0,414.0,557.0,74.3,6287.0,2107.0,228.0,276.0,82.6,148.0,193.0,76.7,19.0,53.0,35.8,0.08,0.09,0.06,-0.01,0.41,2.13,0.49,0.41,2.79,45.66,37.13,8.36,0.49,0.0,0.0,3.2,7.87,0.0,0.0,0.0,0.0,33.93,0.16,0.82,0.33,0.16,0.25,0.5,0.09,0.6,0.6,51.5,0.08,0.0,0.0,1.07,0.57,0.16,0.57,1.39,0.0,0.0,4.59,1.39,1.31,1,0,0,0,1,0
2127,2592,Simon Terodde,de GER,FW,Schalke 04,de Bundesliga,34,1988,32,21,1823,20.3,0.25,0.25,0.25,0.25,0.31,0.43,0.27,0.39,13.0,2.0,15.4,8.0,61.5,24.88,0.49,1.92,12.02,11.03,4.29,24.83,0.64,0.1,0.39,10.74,33.05,9.41,0.25,0.1,0.15,2.12,0.79,17.83,3.35,2.81,0.25,2.02,0.05,0.05,0.39,0.3,0.0,0.1,0.0,0.0,0.05,0.1,0.0,212.0,316.0,67.1,2888.0,473.0,121.0,161.0,75.2,65.0,97.0,67.0,9.0,13.0,69.2,0.0,0.11,0.07,-0.11,1.08,0.79,0.34,0.0,0.94,15.57,14.09,1.48,0.0,0.05,0.1,0.1,0.15,0.0,0.0,0.0,0.0,10.44,0.0,0.34,2.12,0.94,0.12,0.26,0.13,-1.3,-0.5,37.4,0.25,0.0,0.0,1.82,1.77,1.28,0.3,0.39,0.1,0.0,1.97,3.5,5.86,1,0,0,0,0,1
2130,2598,Aleksa Terzić,rs SRB,DF,Fiorentina,it Serie A,22,1999,22,8,935,10.4,0.1,0.19,0.1,0.19,0.04,0.22,0.04,0.22,27.0,16.0,59.3,8.0,29.6,79.23,2.5,21.15,32.79,26.15,0.87,79.23,2.6,1.54,0.77,46.54,332.02,188.56,4.71,2.69,0.38,1.35,0.67,49.13,5.87,4.13,0.48,3.08,0.58,0.38,0.1,0.0,0.0,0.29,0.1,0.0,0.1,0.0,0.0,582.0,724.0,80.4,10551.0,3203.0,258.0,282.0,91.5,239.0,292.0,81.8,73.0,112.0,65.2,0.1,0.18,0.18,-0.09,2.4,3.27,2.5,2.21,3.85,69.62,56.73,12.6,1.15,0.0,0.1,7.6,10.67,0.77,0.0,0.48,0.0,55.96,0.29,1.83,0.96,0.19,0.1,0.5,0.04,0.6,0.6,43.8,0.19,0.0,0.0,0.38,1.15,0.29,0.48,0.87,0.0,0.0,5.67,0.67,0.87,1,0,0,1,0,0
2138,2612,Kristian Thorstvedt,no NOR,MF,Sassuolo,it Serie A,23,1999,31,13,1136,12.6,0.16,0.24,0.16,0.24,0.17,0.26,0.17,0.26,15.0,7.0,46.7,2.0,13.3,49.92,1.59,7.7,29.05,14.13,2.86,49.92,1.19,0.56,0.16,26.9,141.11,70.79,2.46,1.51,0.56,1.59,0.87,35.32,4.29,2.21,0.08,1.67,0.0,0.16,0.24,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,372.0,488.0,76.2,5598.0,1802.0,208.0,249.0,83.5,130.0,167.0,77.8,19.0,32.0,59.4,0.08,0.09,0.1,-0.01,0.79,3.49,0.48,0.08,4.76,38.73,37.78,0.95,0.48,0.16,0.08,0.79,0.48,0.0,0.0,0.0,0.0,29.52,0.0,1.19,1.58,0.63,0.1,0.25,0.11,-0.1,-0.1,52.8,0.4,0.0,0.0,1.43,1.75,0.0,1.11,0.56,0.0,0.0,5.0,2.22,1.98,1,0,0,1,0,0
2144,2618,Steffen Tigges,de GER,FW,Köln,de Bundesliga,24,1998,30,17,1596,17.7,0.34,0.39,0.34,0.39,0.28,0.39,0.28,0.39,23.0,10.0,43.5,12.0,52.2,30.0,1.13,2.54,14.63,12.99,4.8,30.0,1.3,0.56,0.68,13.95,71.3,29.72,1.13,0.4,0.56,1.81,1.19,19.21,4.58,1.92,0.17,1.41,0.0,0.06,0.34,0.11,0.0,0.11,0.0,0.0,0.06,0.0,0.0,200.0,348.0,57.5,2900.0,748.0,112.0,177.0,63.3,65.0,101.0,64.4,11.0,21.0,52.4,0.06,0.11,0.07,-0.05,0.96,1.47,0.73,0.17,1.75,19.66,18.02,1.58,0.0,0.0,0.06,0.85,0.34,0.0,0.0,0.0,0.0,11.3,0.06,0.85,1.97,0.62,0.17,0.55,0.14,1.0,1.0,42.7,0.06,0.0,0.0,0.62,0.62,0.56,0.45,0.4,0.0,0.0,2.37,3.79,5.08,1,0,0,0,0,1
2146,2620,Harry Toffolo,eng ENG,DF,Nott'ham Forest,eng Premier League,26,1995,19,9,940,10.4,0.0,0.0,0.0,0.0,0.03,0.1,0.03,0.1,9.0,3.0,33.3,5.0,55.6,47.88,4.62,16.83,17.21,14.52,1.15,47.88,0.87,0.29,0.48,18.37,69.33,32.88,0.77,0.58,0.38,0.96,0.58,21.44,4.13,1.82,0.0,1.35,0.29,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,242.0,387.0,62.5,3806.0,1892.0,136.0,166.0,81.9,92.0,148.0,62.2,11.0,47.0,23.4,0.0,0.08,0.09,-0.08,0.48,1.35,0.67,0.38,2.79,37.21,30.1,6.92,0.48,0.0,0.1,2.79,6.25,0.19,0.19,0.0,0.0,23.27,0.19,1.15,0.57,0.19,0.0,0.0,0.05,-0.3,-0.3,48.1,0.19,0.0,0.0,0.96,0.48,0.0,0.96,0.77,0.0,0.1,5.19,1.25,1.35,1,1,0,0,0,0
2148,2624,Corentin Tolisso,fr FRA,MF,Lyon,fr Ligue 1,27,1994,30,25,2036,22.6,0.04,0.13,0.04,0.13,0.08,0.27,0.08,0.27,18.0,7.0,38.9,7.0,38.9,95.75,3.1,18.1,60.62,17.7,1.02,95.75,0.8,0.31,0.31,77.35,380.49,151.81,1.42,1.9,0.09,0.93,0.75,72.39,2.3,3.67,0.35,2.96,0.18,0.0,0.31,0.18,0.04,0.27,0.0,0.0,0.09,0.0,0.0,1710.0,1950.0,87.7,31063.0,9727.0,741.0,814.0,91.0,701.0,775.0,90.5,215.0,268.0,80.2,0.09,0.19,0.23,-0.11,1.42,9.2,1.68,0.4,10.18,86.28,82.26,3.98,3.63,0.49,1.46,1.64,0.18,0.09,0.0,0.04,0.0,75.66,0.04,1.11,1.33,0.4,0.03,0.11,0.06,-0.7,-0.7,59.3,0.13,0.0,0.0,1.24,1.68,0.0,1.06,1.19,0.0,0.0,8.81,1.55,1.06,1,0,0,0,1,0
2168,2644,Birama Touré,ml MLI,MF,Auxerre,fr Ligue 1,30,1992,38,38,3400,37.8,0.05,0.05,0.05,0.05,0.05,0.06,0.03,0.04,23.0,11.0,47.8,8.0,34.8,50.37,2.49,13.6,31.43,5.66,0.37,50.34,0.61,0.29,0.21,33.86,160.11,58.47,0.26,0.56,0.03,1.03,0.4,29.58,0.66,0.9,0.03,0.71,0.03,0.0,0.0,0.03,0.13,0.03,0.0,0.0,0.0,0.0,0.0,1236.0,1538.0,80.4,23867.0,7341.0,466.0,545.0,85.5,516.0,597.0,86.4,199.0,291.0,68.4,0.0,0.01,0.02,-0.01,0.13,3.2,0.29,0.0,3.65,40.69,39.89,0.74,0.61,0.03,0.66,0.37,0.11,0.03,0.0,0.0,0.0,32.7,0.05,0.63,0.66,0.19,0.08,0.29,0.04,0.1,0.9,48.3,0.08,0.0,0.0,1.32,0.58,0.0,1.77,1.24,0.0,0.03,6.4,1.48,1.59,1,0,0,0,1,0
2184,2666,Frank Tsadjout,it ITA,FW,Cremonese,it Serie A,23,1999,20,14,1051,11.7,0.26,0.34,0.26,0.34,0.17,0.22,0.17,0.22,19.0,12.0,63.2,2.0,10.5,34.53,0.94,2.99,16.84,15.04,4.19,34.53,1.62,1.03,0.17,17.86,85.81,35.47,1.28,0.85,0.43,3.16,0.85,25.56,5.38,1.89,0.26,1.54,0.0,0.0,0.26,0.09,0.0,0.26,0.0,0.0,0.0,0.0,0.0,184.0,271.0,67.9,2340.0,400.0,113.0,155.0,72.9,54.0,76.0,71.1,3.0,8.0,37.5,0.09,0.04,0.03,0.04,0.85,1.2,0.43,0.0,1.54,23.16,22.74,0.34,0.0,0.0,0.0,0.34,0.09,0.0,0.0,0.0,0.0,15.73,0.09,0.17,2.23,0.86,0.12,0.3,0.08,1.0,1.0,49.6,0.09,0.0,0.0,1.88,1.54,0.34,0.68,0.68,0.0,0.0,3.33,5.04,5.13,1,0,0,1,0,0
2187,2669,Viktor Tsyhankov,ua UKR,MF,Girona,es La Liga,24,1997,19,17,1489,16.5,0.18,0.54,0.18,0.54,0.17,0.34,0.17,0.34,31.0,17.0,54.8,10.0,32.3,44.67,1.03,6.67,18.85,20.06,2.97,44.67,1.88,1.03,0.61,28.06,189.82,101.33,3.82,2.36,1.15,0.97,0.91,31.82,7.27,3.93,0.48,2.36,1.21,0.12,0.12,0.12,0.0,0.36,0.06,0.0,0.0,0.06,0.0,433.0,622.0,69.6,6648.0,1872.0,257.0,319.0,80.6,108.0,161.0,67.1,49.0,79.0,62.0,0.36,0.18,0.18,0.19,2.18,1.27,0.97,0.12,2.79,37.7,34.0,3.52,1.03,0.06,0.18,3.33,0.36,2.0,1.09,0.48,0.0,26.24,0.18,1.52,1.15,0.54,0.16,0.33,0.15,0.2,0.2,35.0,0.0,0.0,0.0,0.48,1.27,0.12,0.42,0.48,0.06,0.0,4.24,0.42,0.79,1,0,1,0,0,0
2193,2676,Chimuanya Ugochukwu,fr FRA,MF,Rennes,fr Ligue 1,18,2004,26,14,1330,14.8,0.0,0.07,0.0,0.07,0.06,0.12,0.06,0.12,22.0,14.0,63.6,6.0,27.3,53.38,2.43,11.62,36.89,5.41,0.47,53.38,1.49,0.95,0.41,41.28,231.35,98.18,0.74,1.08,0.27,0.41,0.74,37.64,0.74,0.88,0.14,0.68,0.0,0.14,0.0,0.0,0.07,0.14,0.0,0.0,0.0,0.0,0.0,566.0,648.0,87.3,10531.0,2415.0,213.0,249.0,85.5,276.0,297.0,92.9,64.0,77.0,83.1,0.07,0.05,0.04,0.01,0.2,2.91,0.2,0.0,3.38,43.78,42.84,0.95,0.95,0.0,0.2,0.14,0.0,0.0,0.0,0.0,0.0,38.24,0.0,0.54,0.41,0.07,0.0,0.0,0.15,-0.9,-0.9,69.6,0.2,0.07,0.0,1.96,0.81,0.0,1.42,1.28,0.0,0.0,4.8,1.08,0.47,1,0,0,0,1,0
2195,2680,Samuel Umtiti,fr FRA,DF,Lecce,it Serie A,28,1993,25,24,2113,23.5,0.0,0.0,0.0,0.0,0.03,0.04,0.03,0.04,13.0,6.0,46.2,5.0,38.5,47.11,5.23,22.89,23.11,1.57,0.43,47.11,0.55,0.26,0.21,22.51,105.66,57.06,0.51,0.38,0.0,0.3,0.21,22.55,0.09,0.38,0.0,0.3,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,724.0,868.0,83.4,14243.0,4927.0,243.0,281.0,86.5,371.0,396.0,93.7,97.0,159.0,61.0,0.0,0.0,0.01,-0.0,0.13,2.0,0.21,0.04,2.38,36.94,34.34,2.43,2.26,0.0,0.34,0.09,0.17,0.0,0.0,0.0,0.0,30.81,0.17,0.51,0.51,0.0,0.0,0.0,0.07,-0.8,-0.8,56.7,0.34,0.0,0.0,1.36,1.15,0.0,1.11,1.45,0.0,0.0,7.11,1.45,1.11,1,0,0,1,0,0
2200,2685,Filip Uremović,hr CRO,DF,Hertha BSC,de Bundesliga,25,1997,22,21,1726,19.2,0.0,0.0,0.0,0.0,0.05,0.06,0.05,0.06,2.0,2.0,100.0,0.0,0.0,45.94,5.68,26.77,17.6,1.72,0.89,45.94,0.1,0.1,0.0,20.0,105.89,39.01,0.16,0.16,0.0,0.52,0.21,20.47,0.05,0.47,0.0,0.36,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.0,658.0,78.1,9661.0,2828.0,165.0,203.0,81.3,317.0,363.0,87.3,27.0,74.0,36.5,0.0,0.02,0.02,-0.02,0.21,0.83,0.1,0.05,0.89,34.27,31.41,2.76,1.56,0.0,0.1,0.05,1.2,0.0,0.0,0.0,0.0,26.77,0.1,0.21,0.47,0.16,0.0,0.0,0.1,-0.9,-0.9,59.1,0.42,0.05,0.05,1.41,0.52,0.0,1.88,1.2,0.0,0.16,4.32,2.86,1.98,1,0,0,0,0,1
2203,2690,Josha Vagnoman,de GER,DF,Stuttgart,de Bundesliga,21,2000,23,16,1479,16.4,0.12,0.24,0.12,0.24,0.18,0.28,0.18,0.28,35.0,22.0,62.9,12.0,34.3,46.65,2.32,12.2,17.87,17.13,2.93,46.65,2.13,1.34,0.73,23.6,126.28,61.4,1.65,1.46,0.43,2.07,1.1,28.35,5.67,1.71,0.18,1.16,0.0,0.37,0.06,0.06,0.06,0.18,0.0,0.0,0.0,0.0,0.0,453.0,584.0,77.6,6868.0,2125.0,247.0,291.0,84.9,164.0,217.0,75.6,24.0,33.0,72.7,0.12,0.1,0.12,0.02,0.67,1.71,0.85,0.18,2.62,35.61,30.3,5.24,0.12,0.06,0.18,1.65,5.12,0.0,0.0,0.0,0.0,27.62,0.06,1.22,1.52,0.3,0.08,0.4,0.12,-0.9,-0.9,54.8,0.18,0.06,0.06,1.16,0.55,0.12,0.49,0.91,0.0,0.0,4.51,1.4,1.16,1,0,0,0,0,1
2206,2693,Emanuele Valeri,it ITA,DF,Cremonese,it Serie A,23,1998,37,31,2785,30.9,0.06,0.16,0.06,0.16,0.07,0.22,0.07,0.22,71.0,18.0,25.4,40.0,56.3,52.1,2.07,13.53,20.78,18.9,1.81,52.1,2.3,0.58,1.29,26.05,182.69,103.11,3.59,1.88,0.65,2.07,0.84,27.12,5.11,3.04,0.16,2.17,0.49,0.06,0.03,0.26,0.03,0.1,0.06,0.0,0.0,0.0,0.0,753.0,1258.0,59.9,13771.0,6184.0,330.0,407.0,81.1,303.0,492.0,61.6,96.0,258.0,37.2,0.1,0.15,0.12,-0.05,1.72,2.14,1.68,1.04,2.91,40.71,30.42,10.0,0.78,0.13,0.65,4.76,8.8,0.42,0.0,0.39,0.0,24.37,0.29,1.42,1.29,0.19,0.05,0.33,0.05,-0.2,-0.2,33.3,0.1,0.0,0.0,0.87,1.2,0.16,0.71,0.87,0.0,0.0,6.15,0.42,0.84,1,0,0,1,0,0
2207,2694,Valery,es ESP,"MF,DF",Girona,es La Liga,22,1999,25,7,967,10.7,0.0,0.19,0.0,0.19,0.07,0.18,0.07,0.18,27.0,13.0,48.1,10.0,37.0,43.08,1.87,8.04,16.73,18.6,2.62,43.08,2.52,1.21,0.93,25.61,151.12,59.53,1.68,0.65,0.84,1.68,0.93,28.5,7.85,2.7,0.37,2.24,0.09,0.09,0.0,0.28,0.0,0.28,0.0,0.0,0.0,0.09,0.0,295.0,356.0,82.9,4143.0,830.0,187.0,206.0,90.8,75.0,95.0,78.9,20.0,24.0,83.3,0.19,0.11,0.07,0.07,1.68,1.12,0.75,0.19,1.87,33.27,30.19,3.08,0.28,0.0,0.0,2.15,2.52,0.19,0.0,0.0,0.0,27.57,0.0,1.03,0.65,0.0,0.0,0.0,0.11,-0.7,-0.7,66.7,0.09,0.0,0.0,0.56,1.5,0.37,0.93,0.56,0.09,0.09,4.58,0.93,0.47,1,0,1,0,0,0
2223,2712,Matías Vecino,uy URU,MF,Lazio,it Serie A,30,1991,32,17,1691,18.8,0.11,0.11,0.11,0.11,0.13,0.16,0.13,0.16,6.0,3.0,50.0,3.0,50.0,61.97,3.46,14.79,37.87,9.79,1.33,61.97,0.32,0.16,0.16,30.0,123.94,57.87,1.17,0.53,0.16,0.96,0.16,43.46,0.9,1.54,0.16,1.44,0.0,0.05,0.05,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,830.0,968.0,85.7,12291.0,3427.0,480.0,526.0,91.3,281.0,323.0,87.0,44.0,68.0,64.7,0.0,0.03,0.03,-0.03,0.48,4.57,0.43,0.0,4.68,51.49,51.17,0.27,0.27,0.11,0.37,0.05,0.0,0.0,0.0,0.0,0.0,44.15,0.05,0.74,1.38,0.27,0.08,0.4,0.1,-0.5,-0.5,58.5,0.32,0.0,0.0,1.44,0.53,0.11,0.85,1.44,0.0,0.0,5.69,1.65,1.17,1,0,0,1,0,0
2224,2713,Gabriel Veiga,es ESP,MF,Celta Vigo,es La Liga,20,2002,36,28,2294,25.5,0.43,0.59,0.43,0.59,0.24,0.34,0.24,0.34,75.0,39.0,52.0,34.0,45.3,41.65,0.75,5.37,22.16,15.18,2.63,41.65,2.94,1.53,1.33,25.73,162.35,93.37,2.67,1.69,0.59,2.51,0.86,27.22,3.45,3.14,0.31,2.27,0.12,0.39,0.12,0.2,0.04,0.24,0.0,0.08,0.0,0.0,0.0,552.0,742.0,74.4,8847.0,2937.0,285.0,354.0,80.5,200.0,261.0,76.6,47.0,73.0,64.4,0.16,0.1,0.11,0.05,1.1,3.1,0.86,0.08,4.27,29.1,27.65,1.22,0.43,0.24,0.12,1.06,0.27,0.08,0.04,0.04,0.0,21.65,0.24,0.67,2.43,1.14,0.18,0.38,0.1,4.9,4.9,52.8,0.24,0.04,0.0,1.65,1.61,0.16,0.82,0.75,0.0,0.0,5.18,0.75,0.67,1,0,1,0,0,0
